iteration,N,M_min,M_max,M_ratio,alpha_true,fit_method,alpha_fit,alpha_uncertainty,convergence_status,timestamp,runtime_ms,r_squared
31,10,0.1,100.0,1000.0,2.35,mle,2.6580100834763862,0.5243088247311286,True,2026-02-03T10:10:45.577563,0.03838539123535156,
31,10,0.1,100.0,1000.0,2.35,ls,1.627050787458874,0.3287476446988462,True,2026-02-03T10:10:45.577571,0.3237724304199219,0.8908891350768235
32,10,0.1,100.0,1000.0,2.35,mle,2.2887207623980905,0.40752928771266433,True,2026-02-03T10:10:45.577763,0.03814697265625,
33,10,0.1,100.0,1000.0,2.35,mle,3.257616741491014,0.7139210986839164,True,2026-02-03T10:10:45.577946,0.03600120544433594,
34,10,0.1,100.0,1000.0,2.35,mle,3.232035813920574,0.7058316991056776,True,2026-02-03T10:10:45.578134,0.044345855712890625,
35,10,0.1,100.0,1000.0,2.35,mle,2.409948331328475,0.445864811015172,True,2026-02-03T10:10:45.578562,0.03457069396972656,
35,10,0.1,100.0,1000.0,2.35,ls,1.7199537621264254,0.18893795742481728,True,2026-02-03T10:10:45.578577,0.3561973571777344,0.9650632951342342
36,10,0.1,100.0,1000.0,2.35,mle,2.1118955912047603,0.3516122588506526,True,2026-02-03T10:10:45.579044,0.03838539123535156,
36,10,0.1,100.0,1000.0,2.35,ls,1.5396014190281893,0.18950179051430013,True,2026-02-03T10:10:45.579053,0.3905296325683594,0.9428628534995787
37,10,0.1,100.0,1000.0,2.35,mle,3.3551110229909136,0.7447514975220464,True,2026-02-03T10:10:45.579255,0.04076957702636719,
38,10,0.1,100.0,1000.0,2.35,mle,2.235999942023987,0.39085750046318657,True,2026-02-03T10:10:45.579443,0.03790855407714844,
39,10,0.1,100.0,1000.0,2.35,mle,1.8689107085928216,0.2747736922464156,True,2026-02-03T10:10:45.579912,0.09393692016601562,
39,10,0.1,100.0,1000.0,2.35,ls,1.2621469545573831,0.0744139639316861,True,2026-02-03T10:10:45.579920,0.3376007080078125,0.9862863816363514
40,10,0.1,100.0,1000.0,2.35,mle,2.2867814759120053,0.40691603147950295,True,2026-02-03T10:10:45.580114,0.03886222839355469,
41,10,0.1,100.0,1000.0,2.35,mle,2.1167030087337126,0.35313249775614336,True,2026-02-03T10:10:45.580296,0.035762786865234375,
42,10,0.1,100.0,1000.0,2.35,mle,2.6696329143121504,0.5279842865611138,True,2026-02-03T10:10:45.580474,0.03552436828613281,
43,10,0.1,100.0,1000.0,2.35,mle,2.911751844551942,0.6045490149812298,True,2026-02-03T10:10:45.580663,0.03528594970703125,
44,10,0.1,100.0,1000.0,2.35,mle,1.8350662895432608,0.26407114721823527,True,2026-02-03T10:10:45.581063,0.03457069396972656,
44,10,0.1,100.0,1000.0,2.35,ls,1.2028982137909932,0.3500872654255642,True,2026-02-03T10:10:45.581072,0.3294944763183594,0.7973803166049594
45,10,0.1,100.0,1000.0,2.35,mle,2.9673772527033115,0.6221393135347122,True,2026-02-03T10:10:45.581264,0.038623809814453125,
46,10,0.1,100.0,1000.0,2.35,mle,2.0321634562196036,0.32639874392454354,True,2026-02-03T10:10:45.581658,0.03647804260253906,
46,10,0.1,100.0,1000.0,2.35,ls,1.197226548883298,0.36505168693185835,True,2026-02-03T10:10:45.581666,0.3192424774169922,0.7819106630866397
47,10,0.1,100.0,1000.0,2.35,mle,1.8146206004089507,0.2576056526186177,True,2026-02-03T10:10:45.582067,0.038623809814453125,
47,10,0.1,100.0,1000.0,2.35,ls,1.2689715229463066,0.143080357275075,True,2026-02-03T10:10:45.582076,0.3249645233154297,0.9632614742249794
48,10,0.1,100.0,1000.0,2.35,mle,2.0753175970638695,0.3400452814781017,True,2026-02-03T10:10:45.582726,0.04673004150390625,
48,10,0.1,100.0,1000.0,2.35,ls,1.3082468113955157,0.1913729844579592,True,2026-02-03T10:10:45.582738,0.5650520324707031,0.9396771553818087
49,10,0.1,100.0,1000.0,2.35,mle,2.1190210105151284,0.3538655142811035,True,2026-02-03T10:10:45.583066,0.04982948303222656,
50,10,0.1,100.0,1000.0,2.35,mle,1.979860165214026,0.30985899105452114,True,2026-02-03T10:10:45.583497,0.039577484130859375,
50,10,0.1,100.0,1000.0,2.35,ls,1.2769885576316986,0.27041172289559096,True,2026-02-03T10:10:45.583505,0.3485679626464844,0.8479141251727298
51,10,0.1,100.0,1000.0,2.35,mle,2.0442106578047516,0.3302084035685694,True,2026-02-03T10:10:45.583916,0.039577484130859375,
51,10,0.1,100.0,1000.0,2.35,ls,1.436433045922479,0.17035126815204418,True,2026-02-03T10:10:45.583924,0.33164024353027344,0.9467388944249034
52,10,0.1,100.0,1000.0,2.35,mle,2.1162227493962,0.35298062641873296,True,2026-02-03T10:10:45.584325,0.038623809814453125,
52,10,0.1,100.0,1000.0,2.35,ls,1.5036279910929766,0.13528042092342704,True,2026-02-03T10:10:45.584333,0.32520294189453125,0.976292258219935
53,10,0.1,100.0,1000.0,2.35,mle,1.578696311950241,0.18299984193020788,True,2026-02-03T10:10:45.584735,0.038623809814453125,
53,10,0.1,100.0,1000.0,2.35,ls,1.1116900574284616,0.05871600634386464,True,2026-02-03T10:10:45.584744,0.3261566162109375,0.9862437567811774
54,10,0.1,100.0,1000.0,2.35,mle,2.31874414893126,0.4170235161643085,True,2026-02-03T10:10:45.585157,0.03981590270996094,
54,10,0.1,100.0,1000.0,2.35,ls,1.5776097886447469,0.18527919047679953,True,2026-02-03T10:10:45.585172,0.3249645233154297,0.9602655937628205
55,10,0.1,100.0,1000.0,2.35,mle,2.4319141148983703,0.4528110016822894,True,2026-02-03T10:10:45.585575,0.03981590270996094,
55,10,0.1,100.0,1000.0,2.35,ls,1.8239856639205214,0.5297714025683863,True,2026-02-03T10:10:45.585583,0.3235340118408203,0.7980345320904547
56,10,0.1,100.0,1000.0,2.35,mle,2.9892379792682444,0.6290522822598459,True,2026-02-03T10:10:45.585777,0.038623809814453125,
57,10,0.1,100.0,1000.0,2.35,mle,2.0849675294966277,0.34309685805352624,True,2026-02-03T10:10:45.586186,0.03790855407714844,
57,10,0.1,100.0,1000.0,2.35,ls,1.5328791848710235,0.21802991809849653,True,2026-02-03T10:10:45.586194,0.3304481506347656,0.9251345848021186
58,10,0.1,100.0,1000.0,2.35,mle,2.8249880789006623,0.5771119031981171,True,2026-02-03T10:10:45.586430,0.03838539123535156,
59,10,0.1,100.0,1000.0,2.35,mle,3.1578719445693215,0.6823790243815664,True,2026-02-03T10:10:45.586622,0.03790855407714844,
60,10,0.1,100.0,1000.0,2.35,mle,4.291492677193666,1.040861376169734,True,2026-02-03T10:10:45.586848,0.06818771362304688,
61,10,0.1,100.0,1000.0,2.35,mle,2.2581588692710994,0.3978647685238706,True,2026-02-03T10:10:45.587357,0.12755393981933594,
61,10,0.1,100.0,1000.0,2.35,ls,1.7986786821895717,0.12881914228864047,True,2026-02-03T10:10:45.587372,0.3414154052734375,0.9848454526105517
62,10,0.1,100.0,1000.0,2.35,mle,3.5412625794271806,0.8036177883544444,True,2026-02-03T10:10:45.587618,0.03814697265625,
63,10,0.1,100.0,1000.0,2.35,mle,2.7970687000887815,0.5682830204078583,True,2026-02-03T10:10:45.587804,0.03647804260253906,
64,10,0.1,100.0,1000.0,2.35,mle,2.7612208988899525,0.5569469503181368,True,2026-02-03T10:10:45.588195,0.035762786865234375,
64,10,0.1,100.0,1000.0,2.35,ls,2.0760143360794796,0.3479074301380602,True,2026-02-03T10:10:45.588204,0.3197193145751953,0.9222935386557285
65,10,0.1,100.0,1000.0,2.35,mle,3.0824381840605244,0.6585247748136204,True,2026-02-03T10:10:45.588397,0.037670135498046875,
66,10,0.1,100.0,1000.0,2.35,mle,2.8713639903832493,0.5917772540832503,True,2026-02-03T10:10:45.588577,0.035762786865234375,
67,10,0.1,100.0,1000.0,2.35,mle,1.9665535270525338,0.3056510625955181,True,2026-02-03T10:10:45.588977,0.03528594970703125,
67,10,0.1,100.0,1000.0,2.35,ls,1.4230475125181004,0.04530239255290064,True,2026-02-03T10:10:45.588985,0.32711029052734375,0.9969688577072604
68,10,0.1,100.0,1000.0,2.35,mle,2.406058971987889,0.44463488759966185,True,2026-02-03T10:10:45.589383,0.039577484130859375,
68,10,0.1,100.0,1000.0,2.35,ls,1.747151025274115,0.2077146256091534,True,2026-02-03T10:10:45.589398,0.32210350036621094,0.9593220605196008
69,10,0.1,100.0,1000.0,2.35,mle,3.6835358195496557,0.8486085372423519,True,2026-02-03T10:10:45.589644,0.07414817810058594,
70,10,0.1,100.0,1000.0,2.35,mle,2.4191353177395243,0.4487699912043652,True,2026-02-03T10:10:45.590041,0.03647804260253906,
70,10,0.1,100.0,1000.0,2.35,ls,1.2956974751457841,0.3168447979125934,True,2026-02-03T10:10:45.590049,0.32138824462890625,0.8478932848051257
71,10,0.1,100.0,1000.0,2.35,mle,2.026392448026884,0.32457379089609495,True,2026-02-03T10:10:45.590486,0.03790855407714844,
71,10,0.1,100.0,1000.0,2.35,ls,1.466974907710049,0.16045943648386257,True,2026-02-03T10:10:45.590493,0.36215782165527344,0.9543287243862715
72,10,0.1,100.0,1000.0,2.35,mle,2.4606180915979348,0.46188799610979203,True,2026-02-03T10:10:45.590923,0.03790855407714844,
72,10,0.1,100.0,1000.0,2.35,ls,1.554984014575519,0.48977721809993424,True,2026-02-03T10:10:45.590932,0.35309791564941406,0.7706398271330004
73,10,0.1,100.0,1000.0,2.35,mle,2.4233534682341453,0.45010388751200203,True,2026-02-03T10:10:45.591354,0.049114227294921875,
73,10,0.1,100.0,1000.0,2.35,ls,1.7158780533801705,0.37110160490654315,True,2026-02-03T10:10:45.591361,0.3314018249511719,0.8769432178329776
74,10,0.1,100.0,1000.0,2.35,mle,2.319363004218272,0.41721921538920803,True,2026-02-03T10:10:45.591565,0.03814697265625,
75,10,0.1,100.0,1000.0,2.35,mle,2.165299040213493,0.36849991222827827,True,2026-02-03T10:10:45.591956,0.035762786865234375,
75,10,0.1,100.0,1000.0,2.35,ls,1.5406253241295167,0.22361116158689928,True,2026-02-03T10:10:45.591963,0.3159046173095703,0.922282825431421
76,10,0.1,100.0,1000.0,2.35,mle,2.545748180479447,0.4888084939376075,True,2026-02-03T10:10:45.592359,0.03838539123535156,
76,10,0.1,100.0,1000.0,2.35,ls,1.885362005492291,0.4956678022341978,True,2026-02-03T10:10:45.592367,0.3204345703125,0.828257248652042
77,10,0.1,100.0,1000.0,2.35,mle,2.640360381743215,0.5187274989811843,True,2026-02-03T10:10:45.592561,0.03838539123535156,
78,10,0.1,100.0,1000.0,2.35,mle,2.321010273386269,0.41774012763823215,True,2026-02-03T10:10:45.592951,0.03814697265625,
78,10,0.1,100.0,1000.0,2.35,ls,1.732006298150009,0.3147269206296872,True,2026-02-03T10:10:45.592959,0.3132820129394531,0.9098699847682946
79,10,0.1,100.0,1000.0,2.35,mle,2.1209198824118687,0.35446599029896186,True,2026-02-03T10:10:45.593388,0.03743171691894531,
79,10,0.1,100.0,1000.0,2.35,ls,1.2881953834457505,0.41176858963728596,True,2026-02-03T10:10:45.593396,0.35572052001953125,0.7653898048962217
80,10,0.1,100.0,1000.0,2.35,mle,2.2152279411589486,0.3842888170339357,True,2026-02-03T10:10:45.593600,0.03886222839355469,
81,10,0.1,100.0,1000.0,2.35,mle,2.013850974602545,0.32060782877255667,True,2026-02-03T10:10:45.593991,0.03528594970703125,
81,10,0.1,100.0,1000.0,2.35,ls,1.4368821127553537,0.16007974622798485,True,2026-02-03T10:10:45.593999,0.31638145446777344,0.9527015031343014
82,10,0.1,100.0,1000.0,2.35,mle,2.565142954280231,0.4949416599290314,True,2026-02-03T10:10:45.594427,0.038623809814453125,
82,10,0.1,100.0,1000.0,2.35,ls,1.8118124379530876,0.32095312543841636,True,2026-02-03T10:10:45.594435,0.3528594970703125,0.9139591332328646
83,10,0.1,100.0,1000.0,2.35,mle,2.8707508654716825,0.5915833669621762,True,2026-02-03T10:10:45.594631,0.03838539123535156,
84,10,0.1,100.0,1000.0,2.35,mle,2.065518699303751,0.336946597929992,True,2026-02-03T10:10:45.595097,0.03600120544433594,
84,10,0.1,100.0,1000.0,2.35,ls,1.2965547595932754,0.1700788971752727,True,2026-02-03T10:10:45.595106,0.39124488830566406,0.9509114218047464
85,10,0.1,100.0,1000.0,2.35,mle,3.253626369363732,0.7126592322205302,True,2026-02-03T10:10:45.595298,0.037670135498046875,
86,10,0.1,100.0,1000.0,2.35,mle,2.3471805363195095,0.42601589142168406,True,2026-02-03T10:10:45.595700,0.03647804260253906,
86,10,0.1,100.0,1000.0,2.35,ls,1.6999916650700697,0.3625238996869238,True,2026-02-03T10:10:45.595715,0.3190040588378906,0.8799507812967595
87,10,0.1,100.0,1000.0,2.35,mle,3.6219256182892527,0.8291256809339269,True,2026-02-03T10:10:45.595911,0.03790855407714844,
88,10,0.1,100.0,1000.0,2.35,mle,3.686571316115122,0.8495684455400011,True,2026-02-03T10:10:45.596095,0.03552436828613281,
89,10,0.1,100.0,1000.0,2.35,mle,2.4147491542516275,0.447382964523203,True,2026-02-03T10:10:45.596485,0.03504753112792969,
89,10,0.1,100.0,1000.0,2.35,ls,1.571956991761564,0.4797978435439253,True,2026-02-03T10:10:45.596493,0.3180503845214844,0.7815652380779117
90,10,0.1,100.0,1000.0,2.35,mle,2.9260154703146855,0.6090595694914824,True,2026-02-03T10:10:45.596681,0.03719329833984375,
91,10,0.1,100.0,1000.0,2.35,mle,2.501615236319764,0.4748524315982451,True,2026-02-03T10:10:45.596864,0.035762786865234375,
92,10,0.1,100.0,1000.0,2.35,mle,2.4174231717934207,0.4482285631167341,True,2026-02-03T10:10:45.597248,0.034809112548828125,
92,10,0.1,100.0,1000.0,2.35,ls,1.525225722792982,0.4653917815205477,True,2026-02-03T10:10:45.597256,0.3120899200439453,0.7816698185817541
93,10,0.1,100.0,1000.0,2.35,mle,2.2480500802023373,0.39466808873952053,True,2026-02-03T10:10:45.597652,0.037670135498046875,
93,10,0.1,100.0,1000.0,2.35,ls,1.476378884161686,0.21773061003493058,True,2026-02-03T10:10:45.597667,0.32067298889160156,0.9387488825416188
94,10,0.1,100.0,1000.0,2.35,mle,2.4029189391827113,0.4436419220404609,True,2026-02-03T10:10:45.598065,0.03838539123535156,
94,10,0.1,100.0,1000.0,2.35,ls,1.5719569917615637,0.479797843543925,True,2026-02-03T10:10:45.598073,0.32067298889160156,0.7815652380779119
95,10,0.1,100.0,1000.0,2.35,mle,2.690136224291848,0.5344680024719444,True,2026-02-03T10:10:45.598263,0.03790855407714844,
96,10,0.1,100.0,1000.0,2.35,mle,3.3814418946214864,0.7530780502350586,True,2026-02-03T10:10:45.598525,0.08249282836914062,
97,10,0.1,100.0,1000.0,2.35,mle,2.6270210257130095,0.5145092242236492,True,2026-02-03T10:10:45.598711,0.036716461181640625,
98,10,0.1,100.0,1000.0,2.35,mle,2.7338526709931426,0.5482923567504889,True,2026-02-03T10:10:45.598940,0.03528594970703125,
99,10,0.1,100.0,1000.0,2.35,mle,2.253014887602741,0.396238098692454,True,2026-02-03T10:10:45.599365,0.04291534423828125,
99,10,0.1,100.0,1000.0,2.35,ls,1.5328791848710221,0.2180299180984963,True,2026-02-03T10:10:45.599372,0.33354759216308594,0.9251345848021187
